timestamp,zone_id,metric,value,threshold,alert_status
2025-08-31 16:48:55,Z1-Freezer,temperature,-18.06,-22 to -18 °C,normal
2025-08-31 16:48:55,Z1-Freezer,humidity,66.68,50 to 70%,normal
2025-08-31 16:48:55,Z2-Chiller,temperature,2.99,2 to 4 °C,normal
2025-08-31 16:48:55,Z2-Chiller,humidity,79.99,70 to 80%,normal
2025-08-31 16:48:55,Z3-Produce,temperature,8.41,8 to 12 °C,normal
2025-08-31 16:48:55,Z3-Produce,humidity,94.85,80 to 95%,normal
2025-08-31 16:48:55,Z4-Pharma,temperature,-3.99,-5 to -2 °C,normal
2025-08-31 16:48:55,Z4-Pharma,humidity,52.97,50 to 60%,normal
2025-08-31 16:48:57,Z1-Freezer,temperature,-19.51,-22 to -18 °C,normal
2025-08-31 16:48:57,Z1-Freezer,humidity,57.97,50 to 70%,normal
2025-08-31 16:48:57,Z2-Chiller,temperature,1.63,2 to 4 °C,alert
2025-08-31 16:48:57,Z2-Chiller,humidity,72.8,70 to 80%,alert
2025-08-31 16:48:57,Z3-Produce,temperature,10.19,8 to 12 °C,normal
2025-08-31 16:48:57,Z3-Produce,humidity,84.17,80 to 95%,normal
2025-08-31 16:48:57,Z4-Pharma,temperature,-2.62,-5 to -2 °C,normal
2025-08-31 16:48:57,Z4-Pharma,humidity,58.23,50 to 60%,normal
2025-08-31 16:48:59,Z1-Freezer,temperature,-18.53,-22 to -18 °C,normal
2025-08-31 16:48:59,Z1-Freezer,humidity,55.29,50 to 70%,normal
2025-08-31 16:48:59,Z2-Chiller,temperature,2.04,2 to 4 °C,normal
2025-08-31 16:48:59,Z2-Chiller,humidity,73.57,70 to 80%,normal
2025-08-31 16:48:59,Z3-Produce,temperature,12.3,8 to 12 °C,alert
2025-08-31 16:48:59,Z3-Produce,humidity,90.93,80 to 95%,alert
2025-08-31 16:48:59,Z4-Pharma,temperature,-2.04,-5 to -2 °C,alert
2025-08-31 16:48:59,Z4-Pharma,humidity,62.57,50 to 60%,alert
2025-08-31 16:49:01,Z1-Freezer,temperature,-20.53,-22 to -18 °C,normal
2025-08-31 16:49:01,Z1-Freezer,humidity,59.44,50 to 70%,normal
2025-08-31 16:49:01,Z2-Chiller,temperature,3.34,2 to 4 °C,normal
2025-08-31 16:49:01,Z2-Chiller,humidity,73.81,70 to 80%,normal
2025-08-31 16:49:01,Z3-Produce,temperature,9.15,8 to 12 °C,normal
2025-08-31 16:49:01,Z3-Produce,humidity,83.25,80 to 95%,normal
2025-08-31 16:49:01,Z4-Pharma,temperature,-2.8,-5 to -2 °C,normal
2025-08-31 16:49:01,Z4-Pharma,humidity,56.14,50 to 60%,normal
2025-08-31 16:49:03,Z1-Freezer,temperature,-19.13,-22 to -18 °C,normal
2025-08-31 16:49:03,Z1-Freezer,humidity,51.73,50 to 70%,normal
2025-08-31 16:49:03,Z2-Chiller,temperature,3.11,2 to 4 °C,normal
2025-08-31 16:49:03,Z2-Chiller,humidity,79.86,70 to 80%,normal
2025-08-31 16:49:03,Z3-Produce,temperature,9.43,8 to 12 °C,normal
2025-08-31 16:49:03,Z3-Produce,humidity,87.95,80 to 95%,normal
2025-08-31 16:49:03,Z4-Pharma,temperature,-2.2,-5 to -2 °C,normal
2025-08-31 16:49:03,Z4-Pharma,humidity,52.16,50 to 60%,normal
2025-08-31 16:49:05,Z1-Freezer,temperature,-20.18,-22 to -18 °C,normal
2025-08-31 16:49:05,Z1-Freezer,humidity,67.36,50 to 70%,normal
2025-08-31 16:49:05,Z2-Chiller,temperature,2.69,2 to 4 °C,normal
2025-08-31 16:49:05,Z2-Chiller,humidity,71.14,70 to 80%,normal
2025-08-31 16:49:05,Z3-Produce,temperature,8.07,8 to 12 °C,normal
2025-08-31 16:49:05,Z3-Produce,humidity,87.89,80 to 95%,normal
2025-08-31 16:49:05,Z4-Pharma,temperature,-2.96,-5 to -2 °C,normal
2025-08-31 16:49:05,Z4-Pharma,humidity,59.13,50 to 60%,normal
2025-08-31 16:49:07,Z1-Freezer,temperature,-19.67,-22 to -18 °C,normal
2025-08-31 16:49:07,Z1-Freezer,humidity,60.64,50 to 70%,normal
2025-08-31 16:49:07,Z2-Chiller,temperature,3.27,2 to 4 °C,normal
2025-08-31 16:49:07,Z2-Chiller,humidity,71.06,70 to 80%,normal
2025-08-31 16:49:07,Z3-Produce,temperature,6.59,8 to 12 °C,alert
2025-08-31 16:49:07,Z3-Produce,humidity,85.86,80 to 95%,alert
2025-08-31 16:49:07,Z4-Pharma,temperature,-2.65,-5 to -2 °C,normal
2025-08-31 16:49:07,Z4-Pharma,humidity,58.28,50 to 60%,normal
2025-08-31 16:49:09,Z1-Freezer,temperature,-23.88,-22 to -18 °C,alert
2025-08-31 16:49:09,Z1-Freezer,humidity,66.47,50 to 70%,alert
2025-08-31 16:49:09,Z2-Chiller,temperature,2.55,2 to 4 °C,normal
2025-08-31 16:49:09,Z2-Chiller,humidity,76.92,70 to 80%,normal
2025-08-31 16:49:09,Z3-Produce,temperature,11.09,8 to 12 °C,normal
2025-08-31 16:49:09,Z3-Produce,humidity,82.05,80 to 95%,normal
2025-08-31 16:49:09,Z4-Pharma,temperature,-3.03,-5 to -2 °C,normal
2025-08-31 16:49:09,Z4-Pharma,humidity,51.37,50 to 60%,normal
2025-08-31 16:49:11,Z1-Freezer,temperature,-19.73,-22 to -18 °C,normal
2025-08-31 16:49:11,Z1-Freezer,humidity,65.15,50 to 70%,normal
2025-08-31 16:49:11,Z2-Chiller,temperature,3.3,2 to 4 °C,normal
2025-08-31 16:49:11,Z2-Chiller,humidity,78.36,70 to 80%,normal
2025-08-31 16:49:11,Z3-Produce,temperature,9.24,8 to 12 °C,normal
2025-08-31 16:49:11,Z3-Produce,humidity,83.87,80 to 95%,normal
2025-08-31 16:49:11,Z4-Pharma,temperature,-4.47,-5 to -2 °C,normal
2025-08-31 16:49:11,Z4-Pharma,humidity,59.67,50 to 60%,normal
2025-08-31 16:49:13,Z1-Freezer,temperature,-18.48,-22 to -18 °C,normal
2025-08-31 16:49:13,Z1-Freezer,humidity,56.66,50 to 70%,normal
2025-08-31 16:49:13,Z2-Chiller,temperature,2.18,2 to 4 °C,alert
2025-08-31 16:49:13,Z2-Chiller,humidity,81.56,70 to 80%,alert
2025-08-31 16:49:13,Z3-Produce,temperature,11.96,8 to 12 °C,normal
2025-08-31 16:49:13,Z3-Produce,humidity,80.37,80 to 95%,normal
2025-08-31 16:49:13,Z4-Pharma,temperature,-3.9,-5 to -2 °C,normal
2025-08-31 16:49:13,Z4-Pharma,humidity,54.16,50 to 60%,normal
2025-08-31 16:49:15,Z1-Freezer,temperature,-23.26,-22 to -18 °C,alert
2025-08-31 16:49:15,Z1-Freezer,humidity,60.04,50 to 70%,alert
2025-08-31 16:49:15,Z2-Chiller,temperature,2.39,2 to 4 °C,normal
2025-08-31 16:49:15,Z2-Chiller,humidity,73.13,70 to 80%,normal
2025-08-31 16:49:15,Z3-Produce,temperature,10.49,8 to 12 °C,normal
2025-08-31 16:49:15,Z3-Produce,humidity,80.39,80 to 95%,normal
2025-08-31 16:49:15,Z4-Pharma,temperature,-0.99,-5 to -2 °C,alert
2025-08-31 16:49:15,Z4-Pharma,humidity,57.49,50 to 60%,alert
2025-08-31 16:49:17,Z1-Freezer,temperature,-20.04,-22 to -18 °C,normal
2025-08-31 16:49:17,Z1-Freezer,humidity,54.19,50 to 70%,normal
2025-08-31 16:49:17,Z2-Chiller,temperature,1.7,2 to 4 °C,alert
2025-08-31 16:49:17,Z2-Chiller,humidity,68.2,70 to 80%,alert
2025-08-31 16:49:17,Z3-Produce,temperature,9.5,8 to 12 °C,normal
2025-08-31 16:49:17,Z3-Produce,humidity,94.6,80 to 95%,normal
2025-08-31 16:49:17,Z4-Pharma,temperature,-2.92,-5 to -2 °C,normal
2025-08-31 16:49:17,Z4-Pharma,humidity,53.75,50 to 60%,normal
2025-08-31 16:49:19,Z1-Freezer,temperature,-20.37,-22 to -18 °C,normal
2025-08-31 16:49:19,Z1-Freezer,humidity,51.85,50 to 70%,normal
2025-08-31 16:49:19,Z2-Chiller,temperature,2.62,2 to 4 °C,normal
2025-08-31 16:49:19,Z2-Chiller,humidity,77.33,70 to 80%,normal
2025-08-31 16:49:19,Z3-Produce,temperature,10.59,8 to 12 °C,normal
2025-08-31 16:49:19,Z3-Produce,humidity,90.31,80 to 95%,normal
2025-08-31 16:49:19,Z4-Pharma,temperature,-3.55,-5 to -2 °C,normal
2025-08-31 16:49:19,Z4-Pharma,humidity,51.06,50 to 60%,normal
2025-08-31 16:49:21,Z1-Freezer,temperature,-19.11,-22 to -18 °C,normal
2025-08-31 16:49:21,Z1-Freezer,humidity,69.46,50 to 70%,normal
2025-08-31 16:49:21,Z2-Chiller,temperature,2.64,2 to 4 °C,normal
2025-08-31 16:49:21,Z2-Chiller,humidity,74.45,70 to 80%,normal
2025-08-31 16:49:21,Z3-Produce,temperature,9.1,8 to 12 °C,normal
2025-08-31 16:49:21,Z3-Produce,humidity,85.28,80 to 95%,normal
2025-08-31 16:49:21,Z4-Pharma,temperature,0.88,-5 to -2 °C,alert
2025-08-31 16:49:21,Z4-Pharma,humidity,51.68,50 to 60%,alert
2025-08-31 16:49:23,Z1-Freezer,temperature,-21.75,-22 to -18 °C,normal
2025-08-31 16:49:23,Z1-Freezer,humidity,62.7,50 to 70%,normal
2025-08-31 16:49:23,Z2-Chiller,temperature,2.45,2 to 4 °C,normal
2025-08-31 16:49:23,Z2-Chiller,humidity,76.39,70 to 80%,normal
2025-08-31 16:49:23,Z3-Produce,temperature,9.33,8 to 12 °C,normal
2025-08-31 16:49:23,Z3-Produce,humidity,85.75,80 to 95%,normal
2025-08-31 16:49:23,Z4-Pharma,temperature,-1.69,-5 to -2 °C,alert
2025-08-31 16:49:23,Z4-Pharma,humidity,50.46,50 to 60%,alert
2025-08-31 16:49:25,Z1-Freezer,temperature,-19.36,-22 to -18 °C,normal
2025-08-31 16:49:25,Z1-Freezer,humidity,65.7,50 to 70%,normal
2025-08-31 16:49:25,Z2-Chiller,temperature,2.2,2 to 4 °C,normal
2025-08-31 16:49:25,Z2-Chiller,humidity,70.12,70 to 80%,normal
2025-08-31 16:49:25,Z3-Produce,temperature,8.69,8 to 12 °C,normal
2025-08-31 16:49:25,Z3-Produce,humidity,94.1,80 to 95%,normal
2025-08-31 16:49:25,Z4-Pharma,temperature,-2.9,-5 to -2 °C,normal
2025-08-31 16:49:25,Z4-Pharma,humidity,50.8,50 to 60%,normal
2025-08-31 16:49:27,Z1-Freezer,temperature,-21.11,-22 to -18 °C,alert
2025-08-31 16:49:27,Z1-Freezer,humidity,70.17,50 to 70%,alert
2025-08-31 16:49:27,Z2-Chiller,temperature,2.46,2 to 4 °C,normal
2025-08-31 16:49:27,Z2-Chiller,humidity,77.99,70 to 80%,normal
2025-08-31 16:49:27,Z3-Produce,temperature,8.24,8 to 12 °C,normal
2025-08-31 16:49:27,Z3-Produce,humidity,86.28,80 to 95%,normal
2025-08-31 16:49:27,Z4-Pharma,temperature,-3.19,-5 to -2 °C,normal
2025-08-31 16:49:27,Z4-Pharma,humidity,54.19,50 to 60%,normal
2025-08-31 16:49:29,Z1-Freezer,temperature,-15.67,-22 to -18 °C,alert
2025-08-31 16:49:29,Z1-Freezer,humidity,53.07,50 to 70%,alert
2025-08-31 16:49:29,Z2-Chiller,temperature,2.48,2 to 4 °C,normal
2025-08-31 16:49:29,Z2-Chiller,humidity,70.06,70 to 80%,normal
2025-08-31 16:49:29,Z3-Produce,temperature,8.7,8 to 12 °C,normal
2025-08-31 16:49:29,Z3-Produce,humidity,82.82,80 to 95%,normal
2025-08-31 16:49:29,Z4-Pharma,temperature,-3.95,-5 to -2 °C,alert
2025-08-31 16:49:29,Z4-Pharma,humidity,47.41,50 to 60%,alert
2025-08-31 16:49:31,Z1-Freezer,temperature,-21.82,-22 to -18 °C,normal
2025-08-31 16:49:31,Z1-Freezer,humidity,52.01,50 to 70%,normal
2025-08-31 16:49:31,Z2-Chiller,temperature,-0.27,2 to 4 °C,alert
2025-08-31 16:49:31,Z2-Chiller,humidity,78.23,70 to 80%,alert
2025-08-31 16:49:31,Z3-Produce,temperature,8.41,8 to 12 °C,normal
2025-08-31 16:49:31,Z3-Produce,humidity,94.29,80 to 95%,normal
2025-08-31 16:49:31,Z4-Pharma,temperature,-2.87,-5 to -2 °C,normal
2025-08-31 16:49:31,Z4-Pharma,humidity,59.78,50 to 60%,normal
2025-08-31 16:49:33,Z1-Freezer,temperature,-21.9,-22 to -18 °C,alert
2025-08-31 16:49:33,Z1-Freezer,humidity,70.12,50 to 70%,alert
2025-08-31 16:49:33,Z2-Chiller,temperature,3.04,2 to 4 °C,alert
2025-08-31 16:49:33,Z2-Chiller,humidity,81.45,70 to 80%,alert
2025-08-31 16:49:33,Z3-Produce,temperature,8.67,8 to 12 °C,alert
2025-08-31 16:49:33,Z3-Produce,humidity,97.85,80 to 95%,alert
2025-08-31 16:49:33,Z4-Pharma,temperature,-4.62,-5 to -2 °C,normal
2025-08-31 16:49:33,Z4-Pharma,humidity,56.26,50 to 60%,normal
2025-08-31 16:49:35,Z1-Freezer,temperature,-20.8,-22 to -18 °C,normal
2025-08-31 16:49:35,Z1-Freezer,humidity,69.98,50 to 70%,normal
2025-08-31 16:49:35,Z2-Chiller,temperature,3.97,2 to 4 °C,normal
2025-08-31 16:49:35,Z2-Chiller,humidity,74.78,70 to 80%,normal
2025-08-31 16:49:35,Z3-Produce,temperature,10.02,8 to 12 °C,normal
2025-08-31 16:49:35,Z3-Produce,humidity,82.84,80 to 95%,normal
2025-08-31 16:49:35,Z4-Pharma,temperature,-4.9,-5 to -2 °C,normal
2025-08-31 16:49:35,Z4-Pharma,humidity,50.15,50 to 60%,normal
2025-08-31 16:49:37,Z1-Freezer,temperature,-18.19,-22 to -18 °C,normal
2025-08-31 16:49:37,Z1-Freezer,humidity,61.79,50 to 70%,normal
2025-08-31 16:49:37,Z2-Chiller,temperature,3.58,2 to 4 °C,alert
2025-08-31 16:49:37,Z2-Chiller,humidity,81.21,70 to 80%,alert
2025-08-31 16:49:37,Z3-Produce,temperature,8.66,8 to 12 °C,normal
2025-08-31 16:49:37,Z3-Produce,humidity,88.53,80 to 95%,normal
2025-08-31 16:49:37,Z4-Pharma,temperature,-2.04,-5 to -2 °C,normal
2025-08-31 16:49:37,Z4-Pharma,humidity,53.9,50 to 60%,normal
2025-08-31 16:49:39,Z1-Freezer,temperature,-21.62,-22 to -18 °C,normal
2025-08-31 16:49:39,Z1-Freezer,humidity,61.0,50 to 70%,normal
2025-08-31 16:49:39,Z2-Chiller,temperature,3.06,2 to 4 °C,normal
2025-08-31 16:49:39,Z2-Chiller,humidity,76.76,70 to 80%,normal
2025-08-31 16:49:39,Z3-Produce,temperature,11.06,8 to 12 °C,normal
2025-08-31 16:49:39,Z3-Produce,humidity,84.76,80 to 95%,normal
2025-08-31 16:49:39,Z4-Pharma,temperature,-2.69,-5 to -2 °C,normal
2025-08-31 16:49:39,Z4-Pharma,humidity,54.14,50 to 60%,normal
2025-08-31 16:49:41,Z1-Freezer,temperature,-18.23,-22 to -18 °C,normal
2025-08-31 16:49:41,Z1-Freezer,humidity,57.88,50 to 70%,normal
2025-08-31 16:49:41,Z2-Chiller,temperature,2.52,2 to 4 °C,normal
2025-08-31 16:49:41,Z2-Chiller,humidity,71.65,70 to 80%,normal
2025-08-31 16:49:41,Z3-Produce,temperature,8.92,8 to 12 °C,normal
2025-08-31 16:49:41,Z3-Produce,humidity,80.24,80 to 95%,normal
2025-08-31 16:49:41,Z4-Pharma,temperature,-3.16,-5 to -2 °C,normal
2025-08-31 16:49:41,Z4-Pharma,humidity,56.05,50 to 60%,normal
2025-08-31 16:49:43,Z1-Freezer,temperature,-19.91,-22 to -18 °C,normal
2025-08-31 16:49:43,Z1-Freezer,humidity,50.03,50 to 70%,normal
2025-08-31 16:49:43,Z2-Chiller,temperature,2.27,2 to 4 °C,normal
2025-08-31 16:49:43,Z2-Chiller,humidity,73.1,70 to 80%,normal
2025-08-31 16:49:43,Z3-Produce,temperature,8.23,8 to 12 °C,normal
2025-08-31 16:49:43,Z3-Produce,humidity,80.52,80 to 95%,normal
2025-08-31 16:49:43,Z4-Pharma,temperature,-4.72,-5 to -2 °C,normal
2025-08-31 16:49:43,Z4-Pharma,humidity,58.95,50 to 60%,normal
2025-08-31 16:49:45,Z1-Freezer,temperature,-18.2,-22 to -18 °C,normal
2025-08-31 16:49:45,Z1-Freezer,humidity,53.49,50 to 70%,normal
2025-08-31 16:49:45,Z2-Chiller,temperature,3.15,2 to 4 °C,normal
2025-08-31 16:49:45,Z2-Chiller,humidity,77.47,70 to 80%,normal
2025-08-31 16:49:45,Z3-Produce,temperature,8.18,8 to 12 °C,alert
2025-08-31 16:49:45,Z3-Produce,humidity,97.31,80 to 95%,alert
2025-08-31 16:49:45,Z4-Pharma,temperature,-2.75,-5 to -2 °C,normal
2025-08-31 16:49:45,Z4-Pharma,humidity,55.99,50 to 60%,normal
2025-08-31 16:49:47,Z1-Freezer,temperature,-20.93,-22 to -18 °C,normal
2025-08-31 16:49:47,Z1-Freezer,humidity,68.87,50 to 70%,normal
2025-08-31 16:49:47,Z2-Chiller,temperature,2.17,2 to 4 °C,normal
2025-08-31 16:49:47,Z2-Chiller,humidity,72.32,70 to 80%,normal
2025-08-31 16:49:47,Z3-Produce,temperature,7.76,8 to 12 °C,alert
2025-08-31 16:49:47,Z3-Produce,humidity,81.91,80 to 95%,alert
2025-08-31 16:49:47,Z4-Pharma,temperature,-4.56,-5 to -2 °C,normal
2025-08-31 16:49:47,Z4-Pharma,humidity,53.13,50 to 60%,normal
2025-08-31 16:49:49,Z1-Freezer,temperature,-21.5,-22 to -18 °C,normal
2025-08-31 16:49:49,Z1-Freezer,humidity,60.23,50 to 70%,normal
2025-08-31 16:49:49,Z2-Chiller,temperature,2.2,2 to 4 °C,normal
2025-08-31 16:49:49,Z2-Chiller,humidity,72.52,70 to 80%,normal
2025-08-31 16:49:49,Z3-Produce,temperature,10.48,8 to 12 °C,normal
2025-08-31 16:49:49,Z3-Produce,humidity,89.36,80 to 95%,normal
2025-08-31 16:49:49,Z4-Pharma,temperature,-4.53,-5 to -2 °C,normal
2025-08-31 16:49:49,Z4-Pharma,humidity,51.46,50 to 60%,normal
2025-08-31 16:49:51,Z1-Freezer,temperature,-20.93,-22 to -18 °C,normal
2025-08-31 16:49:51,Z1-Freezer,humidity,69.69,50 to 70%,normal
2025-08-31 16:49:51,Z2-Chiller,temperature,2.36,2 to 4 °C,normal
2025-08-31 16:49:51,Z2-Chiller,humidity,71.43,70 to 80%,normal
2025-08-31 16:49:51,Z3-Produce,temperature,7.66,8 to 12 °C,alert
2025-08-31 16:49:51,Z3-Produce,humidity,82.98,80 to 95%,alert
2025-08-31 16:49:51,Z4-Pharma,temperature,-4.63,-5 to -2 °C,normal
2025-08-31 16:49:51,Z4-Pharma,humidity,57.25,50 to 60%,normal
2025-08-31 16:49:53,Z1-Freezer,temperature,-21.66,-22 to -18 °C,alert
2025-08-31 16:49:53,Z1-Freezer,humidity,47.7,50 to 70%,alert
2025-08-31 16:49:53,Z2-Chiller,temperature,3.2,2 to 4 °C,normal
2025-08-31 16:49:53,Z2-Chiller,humidity,78.75,70 to 80%,normal
2025-08-31 16:49:53,Z3-Produce,temperature,9.91,8 to 12 °C,normal
2025-08-31 16:49:53,Z3-Produce,humidity,89.3,80 to 95%,normal
2025-08-31 16:49:53,Z4-Pharma,temperature,-4.36,-5 to -2 °C,normal
2025-08-31 16:49:53,Z4-Pharma,humidity,52.82,50 to 60%,normal
2025-08-31 16:49:55,Z1-Freezer,temperature,-20.09,-22 to -18 °C,normal
2025-08-31 16:49:55,Z1-Freezer,humidity,55.65,50 to 70%,normal
2025-08-31 16:49:55,Z2-Chiller,temperature,2.18,2 to 4 °C,normal
2025-08-31 16:49:55,Z2-Chiller,humidity,70.45,70 to 80%,normal
2025-08-31 16:49:55,Z3-Produce,temperature,10.64,8 to 12 °C,normal
2025-08-31 16:49:55,Z3-Produce,humidity,82.59,80 to 95%,normal
2025-08-31 16:49:55,Z4-Pharma,temperature,-3.66,-5 to -2 °C,normal
2025-08-31 16:49:55,Z4-Pharma,humidity,54.84,50 to 60%,normal
2025-08-31 16:49:57,Z1-Freezer,temperature,-18.81,-22 to -18 °C,normal
2025-08-31 16:49:57,Z1-Freezer,humidity,64.65,50 to 70%,normal
2025-08-31 16:49:57,Z2-Chiller,temperature,3.27,2 to 4 °C,normal
2025-08-31 16:49:57,Z2-Chiller,humidity,73.32,70 to 80%,normal
2025-08-31 16:49:57,Z3-Produce,temperature,11.5,8 to 12 °C,normal
2025-08-31 16:49:57,Z3-Produce,humidity,82.21,80 to 95%,normal
2025-08-31 16:49:57,Z4-Pharma,temperature,-4.99,-5 to -2 °C,alert
2025-08-31 16:49:57,Z4-Pharma,humidity,47.19,50 to 60%,alert
2025-08-31 16:49:59,Z1-Freezer,temperature,-19.88,-22 to -18 °C,normal
2025-08-31 16:49:59,Z1-Freezer,humidity,58.71,50 to 70%,normal
2025-08-31 16:49:59,Z2-Chiller,temperature,2.93,2 to 4 °C,alert
2025-08-31 16:49:59,Z2-Chiller,humidity,69.77,70 to 80%,alert
2025-08-31 16:49:59,Z3-Produce,temperature,10.06,8 to 12 °C,normal
2025-08-31 16:49:59,Z3-Produce,humidity,80.43,80 to 95%,normal
2025-08-31 16:49:59,Z4-Pharma,temperature,-2.74,-5 to -2 °C,alert
2025-08-31 16:49:59,Z4-Pharma,humidity,48.98,50 to 60%,alert
2025-08-31 16:50:01,Z1-Freezer,temperature,-15.89,-22 to -18 °C,alert
2025-08-31 16:50:01,Z1-Freezer,humidity,56.38,50 to 70%,alert
2025-08-31 16:50:01,Z2-Chiller,temperature,3.55,2 to 4 °C,normal
2025-08-31 16:50:01,Z2-Chiller,humidity,74.01,70 to 80%,normal
2025-08-31 16:50:01,Z3-Produce,temperature,9.68,8 to 12 °C,normal
2025-08-31 16:50:01,Z3-Produce,humidity,89.87,80 to 95%,normal
2025-08-31 16:50:01,Z4-Pharma,temperature,-3.72,-5 to -2 °C,normal
2025-08-31 16:50:01,Z4-Pharma,humidity,51.74,50 to 60%,normal
2025-08-31 16:50:03,Z1-Freezer,temperature,-20.04,-22 to -18 °C,normal
2025-08-31 16:50:03,Z1-Freezer,humidity,65.4,50 to 70%,normal
2025-08-31 16:50:03,Z2-Chiller,temperature,2.54,2 to 4 °C,alert
2025-08-31 16:50:03,Z2-Chiller,humidity,82.73,70 to 80%,alert
2025-08-31 16:50:03,Z3-Produce,temperature,9.8,8 to 12 °C,normal
2025-08-31 16:50:03,Z3-Produce,humidity,91.55,80 to 95%,normal
2025-08-31 16:50:03,Z4-Pharma,temperature,-3.21,-5 to -2 °C,normal
2025-08-31 16:50:03,Z4-Pharma,humidity,53.07,50 to 60%,normal
2025-08-31 16:50:05,Z1-Freezer,temperature,-21.28,-22 to -18 °C,normal
2025-08-31 16:50:05,Z1-Freezer,humidity,53.1,50 to 70%,normal
2025-08-31 16:50:05,Z2-Chiller,temperature,3.96,2 to 4 °C,normal
2025-08-31 16:50:05,Z2-Chiller,humidity,77.52,70 to 80%,normal
2025-08-31 16:50:05,Z3-Produce,temperature,9.63,8 to 12 °C,alert
2025-08-31 16:50:05,Z3-Produce,humidity,97.97,80 to 95%,alert
2025-08-31 16:50:05,Z4-Pharma,temperature,-4.32,-5 to -2 °C,normal
2025-08-31 16:50:05,Z4-Pharma,humidity,51.16,50 to 60%,normal
2025-08-31 16:50:07,Z1-Freezer,temperature,-20.54,-22 to -18 °C,normal
2025-08-31 16:50:07,Z1-Freezer,humidity,67.42,50 to 70%,normal
2025-08-31 16:50:07,Z2-Chiller,temperature,3.34,2 to 4 °C,normal
2025-08-31 16:50:07,Z2-Chiller,humidity,79.46,70 to 80%,normal
2025-08-31 16:50:07,Z3-Produce,temperature,10.78,8 to 12 °C,normal
2025-08-31 16:50:07,Z3-Produce,humidity,88.05,80 to 95%,normal
2025-08-31 16:50:07,Z4-Pharma,temperature,-4.97,-5 to -2 °C,normal
2025-08-31 16:50:07,Z4-Pharma,humidity,52.41,50 to 60%,normal
2025-08-31 16:50:09,Z1-Freezer,temperature,-18.72,-22 to -18 °C,normal
2025-08-31 16:50:09,Z1-Freezer,humidity,51.91,50 to 70%,normal
2025-08-31 16:50:09,Z2-Chiller,temperature,2.78,2 to 4 °C,alert
2025-08-31 16:50:09,Z2-Chiller,humidity,81.13,70 to 80%,alert
2025-08-31 16:50:09,Z3-Produce,temperature,9.08,8 to 12 °C,normal
2025-08-31 16:50:09,Z3-Produce,humidity,80.03,80 to 95%,normal
2025-08-31 16:50:09,Z4-Pharma,temperature,-3.28,-5 to -2 °C,normal
2025-08-31 16:50:09,Z4-Pharma,humidity,59.41,50 to 60%,normal
2025-08-31 16:50:11,Z1-Freezer,temperature,-20.8,-22 to -18 °C,normal
2025-08-31 16:50:11,Z1-Freezer,humidity,56.92,50 to 70%,normal
2025-08-31 16:50:11,Z2-Chiller,temperature,2.15,2 to 4 °C,normal
2025-08-31 16:50:11,Z2-Chiller,humidity,77.32,70 to 80%,normal
2025-08-31 16:50:11,Z3-Produce,temperature,10.64,8 to 12 °C,normal
2025-08-31 16:50:11,Z3-Produce,humidity,85.29,80 to 95%,normal
2025-08-31 16:50:11,Z4-Pharma,temperature,-0.75,-5 to -2 °C,alert
2025-08-31 16:50:11,Z4-Pharma,humidity,51.72,50 to 60%,alert
2025-08-31 16:50:13,Z1-Freezer,temperature,-19.66,-22 to -18 °C,normal
2025-08-31 16:50:13,Z1-Freezer,humidity,62.5,50 to 70%,normal
2025-08-31 16:50:13,Z2-Chiller,temperature,2.65,2 to 4 °C,normal
2025-08-31 16:50:13,Z2-Chiller,humidity,74.61,70 to 80%,normal
2025-08-31 16:50:13,Z3-Produce,temperature,10.56,8 to 12 °C,normal
2025-08-31 16:50:13,Z3-Produce,humidity,86.63,80 to 95%,normal
2025-08-31 16:50:13,Z4-Pharma,temperature,-3.32,-5 to -2 °C,normal
2025-08-31 16:50:13,Z4-Pharma,humidity,58.98,50 to 60%,normal
2025-08-31 16:50:15,Z1-Freezer,temperature,-19.18,-22 to -18 °C,alert
2025-08-31 16:50:15,Z1-Freezer,humidity,49.45,50 to 70%,alert
2025-08-31 16:50:15,Z2-Chiller,temperature,0.9,2 to 4 °C,alert
2025-08-31 16:50:15,Z2-Chiller,humidity,72.26,70 to 80%,alert
2025-08-31 16:50:15,Z3-Produce,temperature,9.9,8 to 12 °C,normal
2025-08-31 16:50:15,Z3-Produce,humidity,87.38,80 to 95%,normal
2025-08-31 16:50:15,Z4-Pharma,temperature,-4.71,-5 to -2 °C,normal
2025-08-31 16:50:15,Z4-Pharma,humidity,52.92,50 to 60%,normal
2025-08-31 16:50:17,Z1-Freezer,temperature,-19.04,-22 to -18 °C,normal
2025-08-31 16:50:17,Z1-Freezer,humidity,56.1,50 to 70%,normal
2025-08-31 16:50:17,Z2-Chiller,temperature,5.1,2 to 4 °C,alert
2025-08-31 16:50:17,Z2-Chiller,humidity,68.56,70 to 80%,alert
2025-08-31 16:50:17,Z3-Produce,temperature,8.22,8 to 12 °C,normal
2025-08-31 16:50:17,Z3-Produce,humidity,94.24,80 to 95%,normal
2025-08-31 16:50:17,Z4-Pharma,temperature,-4.14,-5 to -2 °C,normal
2025-08-31 16:50:17,Z4-Pharma,humidity,56.72,50 to 60%,normal
2025-08-31 16:50:19,Z1-Freezer,temperature,-21.56,-22 to -18 °C,normal
2025-08-31 16:50:19,Z1-Freezer,humidity,61.12,50 to 70%,normal
